function	genus	pre_HPM	drought_HPM	delta	log2FC	cliffs_delta	p	mixed_p	q_BH	mixed_q_BH
CAZy:GT	Breoghania	0.0992	0.0866	-0.0126	-0.1935	-0.113	0.5334	0.6041	0.6267	0.7089
CAZy:GT	Meripilus	0.0484	0.0866	0.0382	0.8266	0.2848	0.0952	0.0789	0.1735	0.172
CAZy:GT	Thermorudis	0.1008	0.0866	-0.0142	-0.2173	-0.1174	0.5182	0.5127	0.613	0.6319
CAZy:GT	Dissulfuribacter	0.1628	0.0865	-0.0762	-0.9036	-0.3652	0.042	0.0162	0.0992	0.0597
CAZy:GT	Modicisalibacter	0.0695	0.0865	0.017	0.3118	-0.0522	0.7737	0.6138	0.8292	0.7164
CAZy:GT	Jeongeupia	0.3571	0.0864	-0.2707	-2.0346	-0.7783	0.0	0.0	0.0016	0.0004
CAZy:GT	Melittangium	0.1051	0.0864	-0.0187	-0.2794	-0.2717	0.127	0.6036	0.215	0.7088
CAZy:GT	Nisaea	0.1347	0.086	-0.0487	-0.6413	-0.3435	0.0558	0.0893	0.1203	0.1877
CAZy:GT	Catenulispora	0.0384	0.0858	0.0474	1.1411	0.3674	0.0396	0.0151	0.0954	0.0569
CAZy:GT	Pseudogymnoascus	0.0728	0.0857	0.0129	0.2328	0.1587	0.3755	0.6578	0.4788	0.7517
CAZy:GT	Candidatus Magnetobacterium	0.1024	0.0857	-0.0167	-0.2548	-0.1826	0.3082	0.5939	0.412	0.7009
CAZy:GT	Hydrogenispora	0.067	0.0856	0.0186	0.348	0.0543	0.7662	0.5059	0.8227	0.6267
CAZy:GT	Scopulibacillus	0.0482	0.0855	0.0373	0.8136	0.187	0.2609	0.2055	0.363	0.3332
CAZy:GT	Algisphaera	0.1432	0.0854	-0.0578	-0.739	-0.3348	0.0613	0.0571	0.1291	0.1387
CAZy:GT	Nesterenkonia	0.0743	0.0851	0.0109	0.1944	-0.0304	0.8738	0.6592	0.9052	0.7527
CAZy:GT	Acidaminococcus	0.0618	0.0851	0.0233	0.456	0.1696	0.3463	0.2301	0.4512	0.3625
CAZy:GT	Cognatiluteimonas	0.1386	0.0851	-0.0535	-0.6972	-0.4174	0.0198	0.049	0.0599	0.1243
CAZy:GT	Ferriphaselus	0.1445	0.0848	-0.0597	-0.7614	-0.4087	0.022	0.0647	0.0636	0.151
CAZy:GT	Plesiocystis	0.1457	0.0847	-0.0609	-0.7748	-0.413	0.0206	0.121	0.0612	0.2312
CAZy:GT	Bryocella	0.0728	0.0846	0.0118	0.2139	-0.0826	0.6488	0.6976	0.7261	0.7836
CAZy:GT	Actinocatenispora	0.0879	0.0845	-0.0034	-0.0563	0.013	0.9511	0.8977	0.9647	0.9355
CAZy:GT	Sulfuritortus	0.174	0.0844	-0.0896	-1.0346	-0.513	0.0041	0.0006	0.0221	0.0059
CAZy:GT	Salinibacterium	0.0269	0.0842	0.0573	1.6114	0.4261	0.013	0.0041	0.0454	0.0235
CAZy:GT	Tepidibacter	0.0828	0.0841	0.0013	0.0228	0.0174	0.9317	0.8889	0.9493	0.9302
CAZy:GT	Thiorhodococcus	0.1687	0.0841	-0.0847	-0.9965	-0.5065	0.0046	0.0233	0.0233	0.076
CAZy:GT	Kineobactrum	0.1098	0.084	-0.0259	-0.3833	-0.2304	0.1983	0.3562	0.2969	0.4887
CAZy:GT	Hortaea	0.0358	0.0839	0.0481	1.2068	0.0783	0.6657	0.2373	0.7395	0.3694
CAZy:GT	Deferribacter	0.0954	0.0839	-0.0115	-0.1836	-0.1826	0.3101	0.6626	0.4139	0.7557
CAZy:GT	Yinghuangia	0.0772	0.0837	0.0065	0.1157	0.0522	0.7788	0.7221	0.8328	0.8033
CAZy:GT	Reticulibacter	0.059	0.0836	0.0246	0.4966	0.1348	0.4549	0.2763	0.557	0.4108
CAZy:GT	Babesia	0.1283	0.0836	-0.0447	-0.6125	-0.2913	0.1047	0.1456	0.1861	0.2629
CAZy:GT	Dinghuibacter	0.172	0.0835	-0.0885	-1.0335	-0.3174	0.0762	0.0216	0.1491	0.0723
CAZy:GT	Persicimonas	0.0832	0.0833	0.0001	0.0018	-0.1304	0.4712	0.7271	0.5713	0.8066
CAZy:GT	Pleomorphomonas	0.1339	0.0832	-0.0507	-0.6805	-0.2543	0.1566	0.1211	0.2497	0.2313
CAZy:GT	Thiomargarita	0.0944	0.0831	-0.0113	-0.1815	-0.213	0.2337	0.7399	0.3344	0.816
CAZy:GT	Umbelopsis	0.1345	0.083	-0.0515	-0.6896	-0.2652	0.1404	0.06	0.2316	0.143
CAZy:GT	Novilysobacter	0.1115	0.083	-0.0286	-0.4222	-0.2	0.2657	0.3636	0.3682	0.4956
CAZy:GT	Aquifex	0.0915	0.0829	-0.0086	-0.1404	-0.0696	0.7035	0.7198	0.7701	0.8013
CAZy:GT	Dichotomicrobium	0.1036	0.0828	-0.0208	-0.3192	-0.087	0.6347	0.3251	0.7127	0.4587
CAZy:GT	Albugo	0.079	0.0827	0.0038	0.0662	-0.0696	0.7019	0.7782	0.7689	0.8456
CAZy:GT	Pelotalea	0.0513	0.0827	0.0314	0.6791	0.1674	0.3421	0.2789	0.4467	0.4135
CAZy:GT	Nodularia	0.1161	0.0826	-0.0336	-0.4872	-0.3913	0.0293	0.2189	0.0776	0.349
CAZy:GT	Cephalotrichum	0.0089	0.0825	0.0736	3.0733	0.4174	0.0084	0.0054	0.0346	0.0281
CAZy:GT	Aciditerrimonas	0.0607	0.0825	0.0218	0.4371	0.1087	0.55		0.6396	1.0
CAZy:GT	Oleiphilus	0.15	0.0823	-0.0677	-0.8576	-0.487	0.0064	0.0431	0.0286	0.1142
CAZy:GT	Kutzneria	0.0795	0.0822	0.0026	0.0461	-0.0043	0.9902	0.9461	0.9944	0.9684
CAZy:GT	Synchytrium	0.1297	0.0821	-0.0476	-0.6534	-0.3217	0.0726	0.0976	0.1438	0.1991
CAZy:GT	Tolypothrix	0.122	0.082	-0.0399	-0.5663	-0.5196	0.0029	0.3639	0.0179	0.4958
CAZy:GT	Andreprevotia	0.1461	0.082	-0.0641	-0.8254	-0.4609	0.0096	0.0804	0.0372	0.1744
CAZy:GT	Marivirga	0.2063	0.082	-0.1243	-1.3209	-0.5304	0.003	0.0003	0.0183	0.0035
CAZy:GT	Cyphellophora	0.0244	0.0819	0.0575	1.7082	0.5043	0.003	0.0037	0.0183	0.0219
CAZy:GT	Phlyctochytrium	0.1219	0.0818	-0.04	-0.569	-0.2913	0.1051	0.1415	0.1861	0.2571
CAZy:GT	Rhodotorula	0.2267	0.0818	-0.1449	-1.4597	-0.6739	0.0002	0.0	0.0039	0.0001
CAZy:GT	Saccharomyces	0.0378	0.0818	0.044	1.0948	0.2783	0.118	0.2414	0.2029	0.3736
CAZy:GT	Sporolactobacillus	0.079	0.0817	0.0028	0.0495	-0.1957	0.2756	0.9129	0.3787	0.9445
CAZy:GT	Borborobacter	0.0763	0.0817	0.0054	0.097	0.2478	0.168	0.8041	0.2631	0.864
CAZy:GT	Coleofasciculus	0.1081	0.0817	-0.0264	-0.4001	-0.3826	0.0328	0.4549	0.0841	0.5815
CAZy:GT	Cephaloticoccus	0.1897	0.0817	-0.108	-1.2058	-0.5413	0.0025	0.0004	0.016	0.0044
CAZy:GT	Micrococcus	0.0388	0.0817	0.0429	1.0546	0.2457	0.1615	0.0637	0.255	0.1492
CAZy:GT	Fulvimarina	0.0601	0.0816	0.0215	0.4351	0.1478	0.4117	0.2751	0.5155	0.4092
CAZy:GT	Syncephalis	0.1735	0.0814	-0.0921	-1.0822	-0.4891	0.0063	0.0037	0.0285	0.022
CAZy:GT	Parabacteroides	0.1021	0.0814	-0.0208	-0.3244	-0.1913	0.2873	0.4112	0.3908	0.5412
CAZy:GT	Ferrithrix	0.0459	0.0814	0.0355	0.8138	0.2674	0.1332	0.0779	0.2225	0.1712
CAZy:GT	Actinospineispora	0.0635	0.0812	0.0177	0.3507	0.1696	0.3445	0.4445	0.4493	0.5727
CAZy:GT	Pararobbsia	0.1113	0.0812	-0.0301	-0.4495	-0.1609	0.3731	0.2825	0.4771	0.4173
CAZy:GT	Methylicorpusculum	0.0883	0.0812	-0.0071	-0.1201	-0.1043	0.5664	0.7134	0.6542	0.796
CAZy:GT	Candidatus Thioglobus	0.1224	0.0812	-0.0413	-0.5871	-0.2826	0.114	0.1729	0.1983	0.2958
CAZy:GT	Scedosporium	0.0197	0.0809	0.0611	1.981	0.4391	0.0063	0.0147	0.0285	0.0559
CAZy:GT	Kiloniella	0.1093	0.0809	-0.0284	-0.4297	-0.2217	0.2179	0.2313	0.3178	0.3635
CAZy:GT	Laribacter	0.162	0.0808	-0.0812	-0.995	-0.413	0.0196	0.0208	0.0595	0.0705
CAZy:GT	Paracidobacterium	0.1428	0.0806	-0.0622	-0.8168	-0.4087	0.0222	0.0464	0.064	0.1201
CAZy:GT	Zwartia	0.094	0.0806	-0.0134	-0.2199	-0.1087	0.5452	0.6416	0.6372	0.7389
CAZy:GT	Haloechinothrix	0.0382	0.0806	0.0423	1.0555	0.3522	0.0481	0.0113	0.1095	0.0467
CAZy:GT	Allorhodopirellula	0.0512	0.0805	0.0294	0.6442	0.1304	0.4706	0.2342	0.5707	0.3661
CAZy:GT	Halochromatium	0.0536	0.0805	0.0269	0.5768	0.0304	0.8732	0.3743	0.9052	0.5066
CAZy:GT	Exophiala	0.052	0.0804	0.0284	0.6195	0.0261	0.8923	0.2903	0.9192	0.4251
CAZy:GT	Shigella	0.0528	0.0804	0.0276	0.5983	0.1652	0.3559	0.1952	0.4607	0.3212
CAZy:GT	Erwinia	0.1047	0.0803	-0.0244	-0.3789	0.1261	0.4841	0.5799	0.5817	0.6889
CAZy:GT	Thermithiobacillus	0.0825	0.08	-0.0025	-0.0441	-0.1739	0.334	0.9502	0.4384	0.9714
CAZy:GT	Panacibacter	0.2652	0.08	-0.1852	-1.7165	-0.4152	0.0194	0.0009	0.0589	0.0079
CAZy:GT	Chaetomium	0.0364	0.0799	0.0435	1.1137	0.1783	0.3087	0.135	0.4124	0.249
CAZy:GT	Acidothermus	0.0347	0.0799	0.0451	1.1783	0.2304	0.1983	0.0767	0.2969	0.1698
CAZy:GT	Thermosporothrix	0.0642	0.0798	0.0156	0.3101	0.0174	0.9313	0.5107	0.9493	0.6303
CAZy:GT	Candidatus Acidulidesulfobacterium	0.0382	0.0796	0.0413	1.0382	0.2652	0.1322	0.0665	0.2213	0.1538
CAZy:GT	Fusibacter	0.0983	0.0794	-0.0189	-0.3048	-0.1	0.5835	0.3867	0.6681	0.5179
CAZy:GT	Arsukibacterium	0.1294	0.0794	-0.0501	-0.6986	-0.3435	0.0554	0.0698	0.1201	0.1588
CAZy:GT	Agriterribacter	0.1921	0.0792	-0.1129	-1.2682	-0.5348	0.0028	0.0003	0.0175	0.0041
CAZy:GT	Cellulosimicrobium	0.0703	0.0792	0.0089	0.1695	0.2304	0.2002	0.7881	0.2985	0.8531
CAZy:GT	Anaerocolumna	0.035	0.0791	0.0442	1.1561	0.5457	0.0022	0.0059	0.0153	0.0294
CAZy:GT	Quadrisphaera	0.0339	0.0791	0.0452	1.1975	0.4652	0.0089	0.0045	0.0357	0.0251
CAZy:GT	Guillardia	0.1749	0.079	-0.0959	-1.1368	-0.5935	0.0009	0.0007	0.0093	0.007
CAZy:GT	Desulfotomaculum	0.0927	0.0787	-0.0141	-0.2343	-0.213	0.2347	0.6158	0.3355	0.7179
CAZy:GT	Cylindrospermopsis	0.0652	0.0786	0.0135	0.267	-0.013	0.9511	0.2541	0.9647	0.3878
CAZy:GT	Termitidicoccus	0.1274	0.0786	-0.0488	-0.6904	-0.2587	0.1483	0.1171	0.2407	0.2255
CAZy:GT	Monosporascus	0.0508	0.0785	0.0277	0.618	0.1761	0.3173	0.2598	0.4207	0.3939
CAZy:GT	Effusibacillus	0.0953	0.0785	-0.0168	-0.2764	-0.1935	0.2834	0.5546	0.386	0.6687
CAZy:GT	Ostreobium	0.0621	0.0784	0.0163	0.3321	-0.0152	0.9417	0.3848	0.9573	0.5165
CAZy:GT	Candidatus Nephrothrix	0.1655	0.0783	-0.0872	-1.0703	-0.4783	0.0075	0.0047	0.0319	0.0258
CAZy:GT	Parafrankia	0.0491	0.0783	0.0292	0.6616	0.087	0.6321	0.2776	0.7122	0.4122
CAZy:GT	Desulforhopalus	0.097	0.0782	-0.0188	-0.3071	-0.2391	0.1808	0.5917	0.2786	0.6994
CAZy:GT	Schizosaccharomyces	0.126	0.0782	-0.0478	-0.6817	-0.1522	0.4005	0.1162	0.5042	0.2242
CAZy:GT	Exidia	0.041	0.0782	0.0371	0.9139	-0.187	0.241	0.4682	0.3422	0.5928
CAZy:GT	Guyparkeria	0.189	0.078	-0.111	-1.2656	-0.3957	0.0272	0.0066	0.0739	0.0319
CAZy:GT	Sphingorhabdus	0.0677	0.078	0.0102	0.2004	-0.0348	0.8539	0.6813	0.8901	0.7716
CAZy:GT	Dermacoccus	0.0716	0.078	0.0063	0.1207	-0.0696	0.705	0.5515	0.7709	0.6662
CAZy:GT	Paracraurococcus	0.0743	0.078	0.0037	0.0692	-0.0391	0.8355	0.8692	0.8759	0.9165
CAZy:GT	Caloramator	0.0989	0.0779	-0.021	-0.34	-0.1609	0.3731	0.3837	0.4771	0.5158
CAZy:GT	Auricularia	0.0808	0.0779	-0.0029	-0.0518	-0.2391	0.1539	0.8288	0.2467	0.8842
CAZy:GT	Rhodobacter	0.124	0.0779	-0.0461	-0.6641	-0.2304	0.1983	0.2471	0.2969	0.3798
CAZy:GT	Sideroxydans	0.1857	0.0779	-0.1079	-1.2435	-0.513	0.0041	0.0022	0.0217	0.0155
CAZy:GT	Prosthecomicrobium	0.1024	0.0778	-0.0246	-0.3923	-0.2174	0.2271	0.3562	0.3279	0.4887
CAZy:GT	Acidithrix	0.0331	0.0778	0.0447	1.2081	0.3348	0.058	0.0105	0.1241	0.0444
CAZy:GT	Calderihabitans	0.0964	0.0778	-0.0187	-0.3067	-0.1804	0.3151	0.4491	0.4187	0.5764
CAZy:GT	Micropruina	0.0426	0.0778	0.0352	0.8538	0.2696	0.13	0.0819	0.218	0.1766
CAZy:GT	Ferrimicrobium	0.0646	0.0776	0.013	0.2611	0.0	1.0	0.5288	1.0	0.6464
CAZy:GT	Psychromonas	0.0898	0.0775	-0.0123	-0.2104	-0.1217	0.4971	0.6824	0.5931	0.7726
CAZy:GT	Oryzomonas	0.1157	0.0774	-0.0383	-0.5736	-0.2978	0.0941	0.2474	0.1732	0.3801
CAZy:GT	Beauveria	0.0034	0.0774	0.074	4.1613	0.6022	0.0002	0.0073	0.0046	0.0344
CAZy:GT	Prescottella	0.0587	0.0774	0.0187	0.3929	0.0978	0.5881	0.5329	0.6729	0.6503
CAZy:GT	Smaragdicoccus	0.0231	0.0773	0.0543	1.7031	0.2913	0.0878	0.0217	0.1643	0.0726
CAZy:GT	Gemmiger	0.035	0.0773	0.0423	1.1211	0.3261	0.0658	0.019	0.1348	0.0666
CAZy:GT	Volutella	0.0	0.0772	0.0772	6.289	0.1304	0.1039	0.1748	0.1853	0.2976
CAZy:GT	Smittium	0.206	0.0771	-0.1289	-1.4065	-0.5109	0.0043	0.0005	0.0222	0.0054
CAZy:GT	Litorimonas	0.1178	0.0769	-0.041	-0.6098	-0.2587	0.1495	0.2027	0.242	0.3299
CAZy:GT	Sulfuriflexus	0.1364	0.0767	-0.0597	-0.8223	-0.3304	0.0654	0.0609	0.1346	0.1444
CAZy:GT	Pacificimonas	0.0585	0.0765	0.0181	0.3828	0.1391	0.4381	0.3834	0.5409	0.5157
CAZy:GT	Microbaculum	0.0926	0.0765	-0.0161	-0.272	0.0087	0.9708	0.7204	0.9798	0.8016
CAZy:GT	Candidatus Tenderia	0.1295	0.0765	-0.0531	-0.7524	-0.3261	0.0667	0.1053	0.1359	0.2102
CAZy:GT	Thermobispora	0.0368	0.0765	0.0396	1.0342	0.287	0.1069	0.0691	0.1884	0.158
CAZy:GT	Aminobacterium	0.0596	0.0764	0.0168	0.3529	0.2087	0.2435	0.4308	0.3446	0.5592
CAZy:GT	Thermobifida	0.051	0.0764	0.0254	0.5732	0.187	0.2955	0.1893	0.3988	0.3143
CAZy:GT	Brachyspira	0.2376	0.0763	-0.1614	-1.6266	-0.6326	0.0004	0.0	0.0062	0.001
CAZy:GT	Tenggerimyces	0.0376	0.0763	0.0387	1.0022	0.3522	0.0452	0.0688	0.1044	0.1576
CAZy:GT	Pseudolysobacter	0.1362	0.0762	-0.06	-0.8293	-0.3652	0.0408	0.0587	0.0974	0.141
CAZy:GT	Pelosinus	0.0829	0.0762	-0.0067	-0.1197	-0.0174	0.9319	0.6908	0.9493	0.7792
CAZy:GT	Glycocaulis	0.113	0.0759	-0.0371	-0.5682	-0.2348	0.1917	0.1257	0.2901	0.237
CAZy:GT	Thermanaeromonas	0.0867	0.0759	-0.0108	-0.1893	-0.05	0.7875	0.5261	0.8408	0.6441
CAZy:GT	Williamsia	0.0801	0.0759	-0.0041	-0.0757	0.0087	0.9708	0.8435	0.9798	0.8947
CAZy:GT	Shumkonia	0.0881	0.0758	-0.0123	-0.2148	-0.1391	0.4427	0.5931	0.5452	0.7006
CAZy:GT	Geitlerinema	0.0914	0.0758	-0.0157	-0.2679	-0.2109	0.2395	0.6272	0.3404	0.727
CAZy:GT	Chitinolyticbacter	0.1142	0.0757	-0.0386	-0.5878	-0.2609	0.1449	0.1664	0.2367	0.2883
CAZy:GT	Azorhizobium	0.1042	0.0756	-0.0286	-0.4575	-0.213	0.2355	0.3413	0.3365	0.4738
CAZy:GT	Ereboglobus	0.1084	0.0755	-0.0329	-0.5158	-0.3413	0.0548	0.5236	0.1191	0.642
CAZy:GT	Pectobacterium	0.1836	0.0754	-0.1082	-1.2727	-0.4565	0.0109	0.0169	0.0405	0.0615
CAZy:GT	Basidiobolus	0.1294	0.0754	-0.054	-0.771	-0.3652	0.0411	0.0813	0.0981	0.1756
CAZy:GT	Fervidibacter	0.2671	0.0754	-0.1917	-1.8116	-0.1522	0.3969	0.1589	0.5015	0.2799
CAZy:GT	Candidatus Sumerlaea	0.0575	0.0753	0.0178	0.3836	0.0957	0.5976	0.3707	0.6818	0.5028
CAZy:GT	Thermodesulfobacterium	0.0886	0.0753	-0.0133	-0.2316	-0.1957	0.277	0.5586	0.3798	0.6714
CAZy:GT	Cryptosporidium	0.1337	0.0752	-0.0585	-0.8211	-0.3239	0.0712	0.017	0.1419	0.0617
CAZy:GT	Lasiosphaeria	0.0143	0.0752	0.0609	2.3144	0.4174	0.0115	0.0066	0.0422	0.032
CAZy:GT	Rubricoccus	0.0573	0.0752	0.018	0.3876	-0.0174	0.9317	0.4899	0.9493	0.6131
CAZy:GT	Marinicella	0.1976	0.0752	-0.1224	-1.3828	-0.5435	0.0023	0.0025	0.0158	0.017
CAZy:GT	Thiohalophilus	0.1231	0.075	-0.0482	-0.7083	-0.4	0.0256	0.0796	0.0707	0.173
CAZy:GT	Ramularia	0.0462	0.0749	0.0287	0.6851	0.1826	0.2969	0.2671	0.4002	0.4011
CAZy:GT	Candidatus Endolissoclinum	0.0974	0.0749	-0.0225	-0.3738	-0.1957	0.2764	0.2743	0.3794	0.4085
CAZy:GT	Truepera	0.0503	0.0749	0.0246	0.5657	0.0717	0.6937	0.3215	0.7609	0.4556
CAZy:GT	Hippea	0.1044	0.0748	-0.0296	-0.4757	-0.1913	0.2885	0.1991	0.392	0.3253
CAZy:GT	Motiliproteus	0.0994	0.0747	-0.0247	-0.4077	-0.3043	0.0891	0.3308	0.1663	0.4636
CAZy:GT	Ornithinicoccus	0.0176	0.0746	0.0571	2.0271	0.5696	0.001	0.0002	0.01	0.0029
CAZy:GT	Aestuariispira	0.17	0.0746	-0.0953	-1.177	-0.5565	0.0017	0.0062	0.0133	0.0304
CAZy:GT	Filimonas	0.2044	0.0746	-0.1298	-1.4422	-0.437	0.0146	0.0066	0.0485	0.0317
CAZy:GT	Alkalispirochaeta	0.0658	0.0746	0.0088	0.1786	0.0196	0.9223	0.6929	0.9441	0.7803
CAZy:GT	Kibdelosporangium	0.0631	0.0745	0.0114	0.2365	0.2304	0.1949	0.6923	0.293	0.78
CAZy:GT	Plasmopara	0.141	0.0742	-0.0668	-0.9178	-0.3	0.0946	0.0415	0.1735	0.1114
CAZy:GT	Lapillicoccus	0.0388	0.0741	0.0353	0.9153	0.313	0.0775	0.0456	0.1506	0.1184
CAZy:GT	Desulfocarbo	0.0468	0.0741	0.0274	0.6533	0.187	0.2997	0.1323	0.4033	0.2455
CAZy:GT	Candidatus Odyssella	0.0897	0.0741	-0.0156	-0.272	-0.0391	0.8343	0.5215	0.8759	0.6403
CAZy:GT	Lampropedia	0.2007	0.074	-0.1267	-1.4267	-0.6152	0.0006	0.0002	0.0071	0.0025
CAZy:GT	Candidatus Thermochlorobacter	0.1419	0.074	-0.0679	-0.9303	-0.4174	0.0195	0.0771	0.0591	0.1702
CAZy:GT	Candidatus Poriferisodalis	0.0607	0.0738	0.0131	0.2781	0.1087	0.5475	0.6421	0.6394	0.7392
CAZy:GT	Pseudenhygromyxa	0.1437	0.0737	-0.07	-0.954	-0.4826	0.0069	0.0627	0.0301	0.1473
CAZy:GT	Prorocentrum	0.072	0.0736	0.0016	0.0317	-0.0913	0.6155	0.9692	0.6968	0.9839
CAZy:GT	Candidatus Meridianibacter	0.1623	0.0733	-0.089	-1.1368	-0.3848	0.0311	0.0099	0.081	0.0426
CAZy:GT	Pseudovibrio	0.082	0.0733	-0.0088	-0.1614	-0.0435	0.8159	0.6523	0.8627	0.7475
CAZy:GT	Ferruginivarius	0.0754	0.0731	-0.0022	-0.0425	0.013	0.9508	0.9264	0.9647	0.9538
CAZy:GT	Pleionea	0.0668	0.073	0.0063	0.1273	-0.0652	0.7218	0.8012	0.786	0.862
CAZy:GT	Natronospirillum	0.0498	0.073	0.0231	0.5413	0.1543	0.3911	0.2323	0.4952	0.3647
CAZy:GT	Segnochrobactrum	0.102	0.0728	-0.0291	-0.4798	-0.2435	0.1746	0.2585	0.2715	0.3926
CAZy:GT	Methylotetracoccus	0.0901	0.0727	-0.0174	-0.3065	-0.1783	0.32	0.4218	0.424	0.5513
CAZy:GT	Alteraurantiacibacter	0.0933	0.0725	-0.0207	-0.3583	-0.2304	0.1997	0.3538	0.2984	0.4868
CAZy:GT	Saccharophagus	0.1157	0.0725	-0.0432	-0.6676	-0.3957	0.0249	0.1997	0.0692	0.3259
CAZy:GT	Bailinhaonella	0.1115	0.0724	-0.0391	-0.6169	-0.1652	0.3559	0.2519	0.4607	0.3858
CAZy:GT	Candidatus Nephthysia	0.0988	0.0724	-0.0265	-0.4447	-0.3283	0.0649	0.3628	0.1338	0.4949
CAZy:GT	Filomicrobium	0.0596	0.0723	0.0128	0.2764	0.1043	0.5647	0.5463	0.6541	0.6622
CAZy:GT	Rudaea	0.1223	0.0723	-0.05	-0.7502	-0.3522	0.0469	0.1263	0.1077	0.2377
CAZy:GT	Candidatus Ozemobacter	0.068	0.0722	0.0042	0.0855	-0.1435	0.4249	0.8739	0.5284	0.9198
CAZy:GT	Candidatus Cloacimonas	0.0851	0.0722	-0.0129	-0.2336	-0.187	0.2985	0.5368	0.402	0.653
CAZy:GT	Syntrophomonas	0.0745	0.0721	-0.0024	-0.0462	0.0217	0.9125	0.7788	0.9351	0.846
CAZy:GT	Sulfidibacter	0.0709	0.0718	0.001	0.0191	-0.1109	0.5383	0.9794	0.6307	0.9901
CAZy:GT	Jimgerdemannia	0.2022	0.0718	-0.1304	-1.481	-0.313	0.0792	0.0941	0.1534	0.1941
CAZy:GT	Gallaecimonas	0.0679	0.0718	0.0039	0.0798	0.0239	0.902	0.8764	0.9276	0.9219
CAZy:GT	Desulfitobacterium	0.0989	0.0718	-0.0271	-0.4569	-0.1957	0.2733	0.1614	0.3761	0.2825
CAZy:GT	Parapedobacter	0.1375	0.0717	-0.0657	-0.929	-0.387	0.0304	0.0012	0.0799	0.0101
CAZy:GT	Trematosphaeria	0.007	0.0716	0.0646	3.1744	0.3609	0.0159	0.0076	0.0516	0.0351
CAZy:GT	Nitratidesulfovibrio	0.0531	0.0716	0.0185	0.4238	0.1087	0.5326	0.4241	0.6263	0.5533
CAZy:GT	Bacteriovorax	0.1238	0.0715	-0.0523	-0.7828	-0.3826	0.033	0.0289	0.0844	0.0873
CAZy:GT	Aliihoeflea	0.1227	0.0714	-0.0513	-0.7725	-0.3826	0.0328	0.121	0.0841	0.2312
CAZy:GT	Marinoscillum	0.1518	0.0714	-0.0804	-1.0782	-0.4283	0.0167	0.005	0.0533	0.0266
CAZy:GT	Aquariibacter	0.2797	0.0714	-0.2084	-1.956	-0.6435	0.0003	0.0	0.0052	0.0004
CAZy:GT	Tengunoibacter	0.0284	0.0713	0.0429	1.2984	0.2717	0.1245	0.1091	0.2113	0.2154
CAZy:GT	Arcobacter	0.0626	0.0713	0.0087	0.184	0.0478	0.7973	0.6419	0.8485	0.7391
CAZy:GT	Moritella	0.0555	0.0711	0.0156	0.3518	0.1109	0.5402	0.3906	0.6324	0.522
CAZy:GT	Stentor	0.0725	0.0711	-0.0014	-0.0279	-0.0478	0.7929	0.9563	0.8459	0.9754
CAZy:GT	Tibeticola	0.215	0.071	-0.144	-1.5845	-0.6478	0.0003	0.0003	0.0052	0.0039
CAZy:GT	Methanothrix	0.0829	0.071	-0.0119	-0.2214	-0.087	0.6312	0.7226	0.7114	0.8037
CAZy:GT	Okeania	0.112	0.071	-0.0411	-0.6513	-0.3196	0.0737	0.0813	0.145	0.1756
CAZy:GT	Amphibacillus	0.0295	0.0709	0.0414	1.2367	0.4087	0.0172	0.0459	0.0547	0.119
CAZy:GT	Desulfoferula	0.0965	0.0709	-0.0256	-0.4398	-0.1957	0.277	0.2653	0.3798	0.4
CAZy:GT	Exiguobacterium	0.0573	0.0709	0.0136	0.3021	0.1087	0.5475	0.5237	0.6394	0.642
CAZy:GT	Diplonema	0.1377	0.0706	-0.0671	-0.9538	-0.3565	0.047	0.0327	0.1078	0.0943
CAZy:GT	Robiginitomaculum	0.1453	0.0705	-0.0748	-1.0326	-0.4217	0.0183	0.0108	0.0567	0.0454
CAZy:GT	Acholeplasma	0.0585	0.0703	0.0118	0.2602	0.0717	0.6918	0.6273	0.7592	0.727
CAZy:GT	Tetrahymena	0.0755	0.0702	-0.0053	-0.1043	0.0739	0.6872	0.7964	0.7556	0.8589
CAZy:GT	Candidatus Methylumidiphilus	0.1428	0.0701	-0.0728	-1.0172	-0.5261	0.003	0.0058	0.0183	0.029
CAZy:GT	Elasticomyces	0.0169	0.07	0.0531	1.9859	0.2217	0.1702	0.0191	0.2657	0.0666
CAZy:GT	Acetivibrio	0.0804	0.07	-0.0104	-0.1968	-0.087	0.6334	0.5944	0.7127	0.7011
CAZy:GT	Chrysochromulina	0.1088	0.0699	-0.0389	-0.6309	-0.2609	0.1456	0.0562	0.2376	0.1372
CAZy:GT	Monoraphidium	0.0854	0.0699	-0.0156	-0.2864	-0.1826	0.3112	0.5225	0.4149	0.6412
CAZy:GT	Anaerostipes	0.0497	0.0698	0.0201	0.4827	-0.0065	0.9805	0.4547	0.9876	0.5814
CAZy:GT	Catalinimonas	0.0937	0.0698	-0.0238	-0.4181	-0.2217	0.2167	0.317	0.3164	0.452
CAZy:GT	Belnapia	0.1127	0.0698	-0.0428	-0.6825	-0.2609	0.143	0.1566	0.2346	0.2765
CAZy:GT	Roseiterribacter	0.0854	0.0697	-0.0157	-0.2888	-0.1348	0.4563	0.4354	0.5576	0.5643
CAZy:GT	Spizellomyces	0.0896	0.0695	-0.0201	-0.3615	-0.2891	0.1042	0.397	0.1856	0.5288
CAZy:GT	Zopfia	0.0063	0.0694	0.0631	3.2691	0.3326	0.0228	0.0051	0.0648	0.0269
